Date;WORLD;NORDIC COUNTRIES;NORTH AMERICA;PACIFIC;EUROPE;JAPAN;USA;UNITED KINGDOM;SINGAPORE;HONG KONG;AUSTRALIA;FRANCE;NORWAY;ITALY;GERMANY;NETHERLANDS;SWEDEN;SWITZERLAND;BELGIUM;CANADA;DENMARK
1973-08;137.559;188.920;125.070;254.597;143.236;323.753;122.291;126.191;403.897;509.086;90.849;153.762;366.123;104.177;127.440;138.145;148.902;153.978;223.668;171.090;292.621
1973-09;141.637;188.340;129.519;241.933;146.412;306.423;126.776;128.342;434.816;457.153;88.114;157.477;371.841;101.109;128.065;142.609;149.063;162.127;233.861;176.880;282.361
1973-10;143.167;193.030;130.667;245.042;150.386;304.958;127.435;133.073;455.400;527.766;93.369;160.300;393.227;104.553;135.721;140.528;152.651;165.006;241.142;190.083;279.983
1973-11;124.712;170.104;117.304;212.516;127.755;263.148;114.036;113.411;377.366;447.960;85.512;131.585;367.698;91.766;112.707;115.523;133.981;140.995;203.762;171.856;232.171
1973-12;123.787;172.143;119.264;200.349;123.824;248.746;116.157;107.374;336.333;375.096;84.606;124.956;397.560;91.785;107.545;117.329;132.635;136.956;198.397;170.623;230.993
1974-01;124.841;175.693;117.991;204.166;123.764;247.978;114.282;103.003;345.737;396.302;95.804;125.183;422.142;88.592;112.909;115.677;136.059;141.188;194.908;176.110;217.919
1974-02;126.894;182.545;118.466;211.416;127.707;257.623;114.270;110.319;344.185;337.266;104.755;131.975;396.334;90.041;109.595;115.137;147.977;138.352;201.898;183.034;223.207
1974-03;123.800;188.627;115.729;210.763;122.649;262.080;111.590;92.803;322.836;298.827;98.390;123.558;379.569;106.808;115.748;116.481;160.909;145.077;201.461;178.880;208.732
1974-04;121.850;194.306;111.229;210.716;128.073;266.083;107.411;100.459;288.261;268.995;94.827;118.227;379.707;100.190;125.050;122.015;167.375;144.587;208.851;166.256;215.013
1974-05;117.059;177.389;107.474;215.535;118.276;275.771;104.200;90.432;321.856;355.050;81.115;113.146;326.680;88.206;117.484;115.893;153.328;125.772;188.346;153.484;210.260
1974-06;113.490;172.138;105.711;207.498;112.317;266.144;102.561;82.011;298.909;354.567;76.291;104.430;312.054;78.846;113.472;111.741;149.896;129.675;179.255;148.290;201.723
1974-07;106.887;176.571;98.397;184.867;111.241;239.773;94.530;76.970;257.359;298.679;64.471;108.371;323.533;79.364;111.291;114.707;155.679;134.496;185.389;150.805;192.558
1974-08;96.694;157.543;89.830;165.538;99.922;213.469;86.081;65.925;225.826;231.594;63.324;95.295;277.113;68.330;108.982;100.609;140.170;118.014;165.263;136.095;174.236
1974-09;87.796;150.405;79.926;159.831;90.360;215.877;76.191;58.385;200.753;189.977;44.833;80.721;226.599;63.412;104.244;90.464;136.975;107.353;154.665;122.336;180.305
1974-10;96.318;164.321;93.184;152.460;94.494;197.977;89.746;60.741;210.023;203.043;56.270;87.863;266.310;64.210;110.449;92.184;148.728;116.968;167.795;135.834;186.391
1974-11;94.934;158.624;88.842;164.695;94.773;218.609;85.702;51.630;174.157;162.309;58.686;90.902;252.850;67.822;121.105;95.412;143.548;119.148;172.335;124.259;183.832
1974-12;93.484;163.263;87.519;158.397;95.622;209.823;84.012;53.011;173.907;162.127;56.475;96.744;238.247;61.060;126.105;98.921;148.224;119.896;169.979;125.190;206.075
1975-01;107.239;180.431;98.481;172.256;118.242;220.491;94.945;82.917;266.549;218.312;69.593;122.701;266.288;67.207;142.530;124.319;164.568;149.369;198.101;144.779;220.481
1975-02;116.842;195.357;104.210;195.199;133.968;252.746;100.942;105.234;325.928;250.029;71.006;125.727;274.995;74.075;161.977;136.111;181.243;158.789;212.371;148.819;231.814
1975-03;117.830;189.768;106.337;199.728;129.945;259.137;103.442;96.691;350.496;264.567;69.792;135.401;264.399;72.151;160.123;134.467;177.362;155.195;207.845;144.666;219.674
1975-04;122.839;199.313;110.637;200.807;139.446;259.907;108.144;111.863;345.287;299.358;68.711;147.987;281.301;71.868;163.177;138.364;184.416;163.199;216.935;146.933;239.179
1975-05;125.871;196.189;115.367;201.770;137.482;258.724;113.121;115.791;321.712;297.460;75.843;144.591;272.850;70.278;153.705;132.797;179.825;161.297;218.477;150.099;250.238
1975-06;127.582;200.744;120.561;202.446;128.860;261.687;118.595;97.902;287.094;298.734;73.772;135.827;268.121;62.150;154.471;136.956;187.699;160.478;211.107;153.947;244.633
1975-07;120.651;192.235;113.526;192.641;124.145;248.368;110.687;93.640;265.121;280.037;72.413;136.897;261.860;54.634;153.709;128.886;178.613;151.897;198.654;152.762;235.998
1975-08;118.919;185.963;111.282;184.645;126.968;237.442;108.301;105.995;255.737;274.677;70.011;136.509;254.547;54.487;146.226;129.426;170.919;145.041;199.743;151.522;238.489
1975-09;114.055;180.935;107.635;176.777;121.018;222.522;104.554;104.728;251.722;282.299;74.866;126.188;208.828;51.592;139.907;118.823;172.994;134.121;176.903;144.206;231.581
1975-10;122.042;191.146;113.997;193.450;130.930;246.591;111.787;111.038;278.222;289.599;77.160;135.679;217.304;53.648;157.904;130.038;182.087;154.361;184.357;138.041;252.049
1975-11;125.502;185.183;117.757;196.847;134.532;248.794;115.207;109.175;269.349;308.410;82.536;141.817;201.330;55.677;161.835;140.011;176.827;161.994;192.400;149.255;251.070
1975-12;125.732;187.874;116.600;200.728;137.602;251.691;114.104;114.514;284.885;342.399;85.213;140.459;202.436;55.776;163.962;148.667;179.603;169.360;193.580;144.240;255.355
1976-01;137.094;201.630;129.887;214.298;143.770;267.278;127.461;125.940;352.280;411.179;86.791;142.995;243.046;54.359;167.766;161.058;188.434;175.969;211.685;159.993;273.554
1976-02;136.202;199.201;129.264;216.696;141.131;269.243;126.193;122.030;342.970;440.020;88.333;149.885;226.046;54.283;170.712;158.979;189.497;175.145;206.551;168.746;264.474
1976-03;137.942;199.560;133.853;216.198;137.530;269.239;130.651;114.880;314.618;459.787;86.374;139.416;216.745;44.278;177.523;166.520;191.654;175.964;199.859;166.716;263.828
1976-04;137.064;214.097;132.758;217.473;136.030;271.070;129.331;115.111;334.891;429.894;88.505;132.953;212.815;39.849;167.041;167.403;211.480;174.619;201.230;169.767;266.944
1976-05;134.908;206.911;131.437;217.942;129.914;272.665;127.993;103.261;322.278;408.342;89.516;131.491;208.650;42.766;162.097;162.713;201.303;176.234;191.287;171.032;273.694
1976-06;139.189;208.741;136.543;227.540;129.798;286.394;133.733;103.561;329.156;420.533;90.815;128.465;223.900;45.773;164.815;160.092;199.603;179.884;192.996;170.098;284.086
1976-07;138.023;210.834;135.745;226.627;127.612;281.173;133.060;100.366;320.258;411.298;100.188;118.116;229.778;47.670;163.508;159.991;200.809;180.009;193.114;167.831;288.223
1976-08;137.837;202.015;135.517;233.488;125.107;291.125;132.995;95.575;333.850;423.216;100.013;117.883;224.128;46.039;164.011;159.108;189.691;180.038;187.202;166.473;288.903
1976-09;139.131;200.709;136.933;232.081;121.937;292.787;136.431;84.822;335.325;420.364;92.054;110.572;230.893;42.436;171.967;158.335;187.817;179.254;186.985;164.594;283.670
1976-10;134.396;187.682;133.277;219.884;113.137;277.544;133.951;73.848;316.641;401.431;86.644;102.737;221.523;36.865;161.546;157.013;172.954;173.092;185.980;158.749;273.854
1976-11;134.011;191.919;132.310;212.988;118.352;274.563;133.468;81.650;305.862;422.206;68.530;99.374;231.084;39.442;170.405;163.144;179.708;174.882;199.572;139.042;262.298
1976-12;144.228;201.809;140.358;244.161;128.831;316.493;140.630;100.155;324.525;482.315;76.551;112.159;232.928;40.962;174.996;173.800;191.066;187.181;212.095;158.418;273.724
1977-01;139.528;187.649;133.435;238.161;129.904;307.139;133.864;109.900;322.304;466.990;77.998;110.165;222.634;38.272;172.026;174.661;173.117;185.192;205.225;153.869;271.771
1977-02;139.060;202.683;131.095;247.206;131.276;322.995;131.223;112.703;319.261;457.792;75.749;105.449;214.313;37.658;169.507;180.079;192.930;180.698;211.925;152.727;286.457
1977-03;138.340;205.604;129.996;246.150;132.456;319.984;129.807;116.615;311.406;444.980;80.330;94.955;216.508;37.065;175.338;183.942;195.639;182.611;206.340;154.021;291.685
1977-04;140.004;196.321;130.225;250.372;137.554;325.998;130.303;120.795;305.330;469.515;79.525;93.268;203.371;35.489;190.395;202.290;185.828;184.899;211.494;150.660;286.175
1977-05;138.251;191.681;127.937;249.873;136.820;324.064;127.953;124.069;305.652;456.781;83.211;98.370;196.643;33.787;186.606;191.536;181.111;179.245;210.533;148.055;282.639
1977-06;143.608;179.063;133.865;258.394;138.746;336.973;134.267;128.119;319.602;461.306;83.048;105.511;200.158;35.614;183.152;192.938;162.762;184.787;217.563;154.383;281.537
1977-07;141.838;176.737;132.461;254.124;136.858;333.077;132.697;126.350;329.459;440.803;78.609;103.217;200.212;32.997;189.506;196.367;160.847;189.098;221.791;153.908;274.647
1977-08;142.518;157.757;130.016;264.670;143.218;350.798;130.304;141.599;334.021;451.911;74.899;111.115;185.045;39.117;190.739;186.743;137.311;196.381;217.334;147.619;270.425
1977-09;144.449;166.302;130.302;267.421;149.593;355.909;130.472;153.669;326.197;439.302;74.966;118.130;192.227;37.684;194.499;191.770;147.710;208.949;217.718;148.458;272.999
1977-10;142.147;161.973;125.451;273.573;153.603;362.999;125.160;156.462;328.817;436.273;80.627;123.828;189.133;35.343;205.300;194.390;141.626;216.991;219.599;138.389;275.215
1977-11;144.094;153.057;128.901;273.933;151.271;364.158;128.508;148.456;337.000;439.579;78.568;118.527;177.499;33.523;209.524;198.410;133.717;224.698;217.845;146.589;261.660
1977-12;147.115;167.450;130.425;277.576;159.646;366.883;129.353;158.575;343.689;427.980;85.764;118.897;178.710;33.296;220.072;202.239;150.266;241.051;229.736;155.357;279.986
1978-01;142.950;176.759;123.919;286.286;159.662;382.469;121.914;154.567;338.738;430.065;81.685;111.938;169.226;35.566;223.004;204.178;164.250;254.696;240.630;144.160;284.447
1978-02;142.028;175.641;122.308;294.559;159.526;397.108;119.291;146.408;342.129;436.565;77.312;114.399;158.387;37.999;232.138;209.385;162.100;260.144;249.299;143.921;296.525
1978-03;148.635;183.216;125.591;330.487;165.275;448.638;122.298;150.543;373.465;478.296;81.811;144.733;160.455;40.091;233.192;218.071;173.624;257.774;254.159;150.507;291.074
1978-04;155.498;187.807;136.994;330.730;163.088;445.940;133.960;150.445;392.604;480.457;87.163;152.256;161.248;39.959;221.338;214.480;181.728;238.155;266.808;153.418;282.909
1978-05;157.639;184.668;138.381;335.379;167.388;450.178;134.608;156.963;416.643;489.497;91.529;161.030;166.551;42.251;222.925;216.730;175.859;246.543;251.742;162.204;285.211
1978-06;159.391;186.811;137.208;366.363;168.871;492.620;132.576;155.392;467.259;595.585;91.376;159.601;156.511;40.424;229.508;220.961;180.253;255.529;248.346;161.331;287.124
1978-07;171.076;201.821;145.063;402.232;182.045;544.146;140.702;171.702;485.713;626.036;97.584;183.507;167.158;41.306;242.054;228.826;196.917;270.526;256.562;170.436;301.309
1978-08;175.192;209.682;148.834;403.559;188.691;536.195;144.507;176.685;565.861;733.138;103.853;179.292;199.514;44.830;252.761;245.329;201.665;287.701;264.839;173.901;305.597
1978-09;177.417;203.942;149.119;410.033;196.744;548.215;143.978;179.285;502.272;685.257;108.330;206.699;210.749;55.969;267.104;247.359;191.774;295.057;272.178;180.150;304.471
1978-10;174.171;207.433;138.562;438.186;206.346;590.943;131.816;184.502;578.588;719.078;103.652;213.455;197.487;54.153;294.255;255.116;194.859;301.374;301.820;172.071;324.611
1978-11;168.217;192.873;141.737;394.282;188.596;536.602;134.563;175.954;480.507;514.673;98.388;189.815;187.952;48.109;260.627;234.644;181.326;267.557;277.492;182.142;297.550
1978-12;173.914;197.878;145.932;412.951;198.441;562.876;137.066;181.875;498.854;507.410;104.624;206.188;190.435;48.755;275.851;244.360;186.227;293.829;295.846;187.392;306.384
1979-01;178.579;210.977;155.819;415.672;199.666;561.114;143.397;181.073;545.770;567.495;108.972;200.611;202.206;50.653;271.615;254.404;199.742;312.698;310.565;191.860;321.665
1979-02;175.375;207.663;154.640;401.826;203.579;539.673;138.508;196.983;511.987;544.374;112.660;189.143;228.411;53.647;265.803;252.164;189.923;311.833;316.589;196.521;323.730
1979-03;182.932;209.137;167.027;390.649;216.977;520.623;146.444;227.158;545.159;542.832;114.155;198.509;235.418;54.379;260.246;263.668;190.403;314.874;320.988;216.473;325.581
1979-04;182.886;205.442;167.805;379.545;220.237;504.627;146.503;238.616;559.572;540.958;110.385;208.225;269.369;51.194;255.935;263.958;180.045;311.816;317.400;222.574;320.978
1979-05;179.939;207.282;165.001;386.601;209.482;512.434;143.722;222.190;586.024;560.921;113.910;195.067;304.008;53.676;242.987;254.298;179.524;299.069;308.919;228.583;306.510
1979-06;185.346;216.184;171.410;387.308;215.947;515.972;149.302;223.621;563.703;535.840;112.445;224.722;362.007;54.037;245.023;272.251;180.558;311.049;317.886;244.608;313.563
1979-07;186.962;222.600;172.497;389.603;219.536;514.631;151.002;225.974;578.867;598.544;116.088;225.143;360.136;57.336;255.994;273.738;188.019;313.743;325.547;233.169;323.320
1979-08;194.695;221.039;181.905;395.268;226.515;516.715;158.520;232.025;603.171;589.661;130.213;242.109;367.493;62.413;261.295;287.268;184.970;322.296;325.525;257.014;321.084
1979-09;199.306;230.595;182.639;408.438;238.339;526.673;158.296;236.697;641.797;709.105;139.379;280.587;429.640;64.943;274.576;302.345;187.553;349.657;348.443;273.815;321.581
1979-10;184.702;228.221;170.098;380.893;217.278;485.976;148.176;212.538;592.262;702.733;137.550;248.024;462.080;58.707;251.908;282.828;181.596;317.047;329.959;245.620;305.791
1979-11;190.619;242.688;178.052;370.299;226.626;466.628;154.339;222.252;604.267;795.435;133.990;266.630;551.048;57.586;265.739;288.166;184.850;325.818;342.988;267.619;312.896
1979-12;195.949;243.663;181.737;398.587;227.555;496.216;156.871;222.375;641.458;933.247;150.591;265.638;540.570;57.256;264.655;292.835;191.130;329.782;345.838;285.096;299.286
1980-01;207.989;250.969;193.917;416.321;239.175;506.212;166.343;246.605;717.281;980.542;181.898;284.458;551.375;62.507;263.167;299.856;202.470;331.233;352.057;326.910;286.723
1980-02;208.339;242.647;194.674;405.362;242.443;486.583;164.679;261.262;744.850;976.691;186.781;281.649;516.603;63.751;264.667;298.764;199.604;309.683;333.426;370.653;273.402
1980-03;186.164;211.880;174.660;381.083;208.151;473.016;150.127;227.408;655.211;805.003;152.990;236.677;374.484;57.300;223.903;252.141;187.243;260.808;276.906;288.971;244.159
1980-04;198.609;232.982;181.963;413.250;229.617;511.674;156.657;246.245;702.624;928.112;163.866;262.591;436.684;62.946;249.871;283.428;203.241;298.294;327.771;298.789;259.427
1980-05;208.657;241.745;191.557;441.884;236.078;542.228;164.213;248.950;798.245;959.125;187.060;279.999;499.166;65.112;259.109;296.299;202.831;300.492;333.130;324.868;266.015
1980-06;218.936;245.148;198.284;465.438;253.327;563.458;169.553;280.889;867.939;1,131.437;201.230;283.691;495.005;67.390;269.495;312.718;206.017;319.293;343.323;348.641;278.108
1980-07;225.928;245.995;210.642;451.543;257.449;535.553;180.816;290.931;908.705;1,256.851;201.274;271.963;477.907;74.484;271.456;322.627;207.023;320.518;337.360;363.078;294.390
1980-08;230.624;238.865;212.342;480.868;260.035;571.234;182.070;298.447;955.208;1,338.060;213.055;278.412;458.236;81.720;265.104;318.375;199.255;322.802;324.181;369.217;299.274
1980-09;237.829;249.539;216.753;507.204;264.663;608.910;186.663;307.476;900.649;1,316.483;225.847;277.904;507.242;91.305;262.992;321.124;200.186;321.917;320.526;367.060;324.320
1980-10;245.044;263.274;221.153;531.698;274.331;623.786;191.383;334.848;1,008.635;1,636.950;240.959;286.561;494.816;110.747;243.885;338.097;216.118;313.394;304.036;356.461;355.232
1980-11;255.562;270.073;242.843;515.886;271.238;603.847;211.350;329.137;1,059.648;1,563.273;234.591;281.022;476.806;103.266;245.485;354.881;230.334;308.218;290.522;370.904;352.122
1980-12;250.269;268.369;234.385;543.597;260.612;646.327;204.002;314.744;1,044.209;1,611.895;232.724;260.179;440.056;103.291;235.349;331.237;234.699;305.703;280.106;349.551;353.080
1981-01;243.284;256.746;226.507;549.077;250.869;659.186;196.434;313.342;1,184.079;1,684.343;208.564;231.178;415.008;119.149;213.993;314.818;220.912;272.761;263.885;346.515;359.146
1981-02;244.275;275.770;230.235;539.216;248.846;649.877;200.605;303.627;1,300.727;1,561.480;200.233;233.771;395.603;125.921;212.625;313.573;253.759;272.652;256.011;338.948;356.884
1981-03;253.264;290.785;238.575;566.701;254.000;688.879;207.305;308.237;1,293.160;1,433.263;221.371;244.168;382.933;127.030;222.773;298.740;275.340;278.991;246.615;365.138;372.047
1981-04;253.653;275.985;234.145;600.947;251.713;739.109;203.476;316.461;1,383.888;1,483.540;219.008;218.693;366.029;133.000;221.733;286.042;256.312;258.717;237.619;357.483;372.810
1981-05;248.950;275.166;234.073;594.539;231.854;720.212;202.915;291.442;1,325.354;1,737.541;217.444;167.990;318.605;134.219;205.078;264.602;263.994;243.542;207.363;370.481;375.494
1981-06;248.816;295.134;233.442;612.667;226.678;745.687;202.518;279.872;1,442.718;1,769.993;214.094;155.816;309.840;106.848;220.874;263.738;290.605;254.913;197.212;370.654;398.417
1981-07;244.857;304.507;233.420;581.658;220.589;718.316;204.017;270.240;1,226.196;1,663.066;190.479;167.720;354.717;95.886;215.381;262.394;299.016;243.507;185.975;345.834;383.292
1981-08;240.322;311.241;221.239;592.754;227.132;746.250;192.382;282.463;963.127;1,565.167;191.821;177.017;363.772;106.736;212.728;263.594;304.074;235.928;190.017;346.796;397.560
1981-09;222.529;282.136;209.022;530.731;206.102;675.835;183.347;232.150;980.468;1,136.300;174.120;183.319;340.318;94.684;211.237;237.989;266.203;236.358;189.342;296.532;392.368
1981-10;229.625;314.957;217.939;529.512;214.564;675.275;192.458;245.555;1,004.393;1,194.687;164.022;178.774;374.512;87.927;217.776;265.810;299.622;255.881;193.350;289.296;432.223
1981-11;246.964;343.758;228.838;583.055;241.106;736.878;200.892;293.288;1,213.451;1,406.874;180.036;191.605;399.487;96.537;230.231;294.017;335.855;279.564;201.853;327.682;441.534
1981-12;241.998;332.929;222.478;588.780;233.382;748.906;195.580;281.555;1,235.563;1,353.379;177.374;185.417;369.961;92.901;220.270;285.520;325.482;276.136;237.836;311.901;442.617
1982-01;238.722;328.685;218.424;574.255;237.139;736.461;193.369;295.252;1,207.541;1,338.441;157.959;195.027;369.814;89.606;218.286;282.602;316.668;264.637;250.974;284.711;440.702
1982-02;224.495;320.729;206.322;525.426;228.166;677.925;183.389;274.122;1,096.593;1,172.797;141.243;204.503;335.557;92.406;215.728;259.892;310.832;257.256;242.486;262.909;431.545
1982-03;218.592;303.472;204.439;478.626;227.694;612.892;182.399;278.929;1,058.698;1,092.957;130.576;190.430;295.781;89.175;218.279;275.577;295.229;255.321;226.485;247.406;398.674
1982-04;229.574;308.689;212.536;524.918;234.955;667.537;190.406;286.097;1,132.120;1,283.493;147.366;208.710;321.757;86.277;226.217;300.810;289.668;255.340;237.439;245.613;424.217
1982-05;223.959;315.059;205.587;511.959;234.983;642.049;184.098;295.727;1,130.794;1,402.994;145.423;206.944;327.894;79.113;221.401;297.832;300.130;246.396;223.157;240.828;411.022
1982-06;214.090;299.436;201.562;476.041;216.278;603.422;181.792;277.196;1,010.005;1,230.980;132.822;170.838;289.311;68.167;206.649;269.582;288.773;225.950;212.420;208.447;382.582
1982-07;211.565;312.109;198.844;455.970;221.009;581.059;178.554;287.323;919.852;1,146.508;128.268;166.666;281.392;72.554;207.184;272.843;309.009;226.989;222.811;222.188;390.636
